KEYILIE1;KEYILIE2;LIENR;LIENAME;LIEANSPA;LIESTRAS;LIEPLZOR;LIEERGNZ;LIETELNR;LIEFAXNR;LIERBPRZ;LIEABPRZ;LIEMSTSL;LIEZBDSL;LIELIEGR;LIELIESP;LIELIETX;LIEKRENR;LIEUSTID;LIEVERKZ;LIELNDSL;LIEKUBEZ;LIEKUNZE;LIELGBST1;LIELGBST2;LIELGBST3;LIELGBST4;LIELGBST5;LIELGBST6;LIELGBST7;LIELGBST8;LIELGBST9;LIELGBST10;LIELGBST11;LIELGBST12;LIELGBST13;LIELGBST14;LIELGBST15;LIELGBST16;LIELGBST17;LIELGBST18;LIELGBST19;LIELGBST20;LIELGBST21;LIELGBST22;LIELGBST23;LIELGBST24;LIELGBST25;LIELGBST26;LIELGBST27;LIELGBST28;LIELGBST29;LIELGBST30;LIEKRELM;LIELEERG;LIEANOTE;LIEBNOTE;LIECNOTE;LIEDOSS;LIEDEVSL;LIEBONKZ;LIEPRUKZ;LIESPRAC;LIEENTVG;LIEMITNR;LIEBOPRZ;LIEKUNNR;LIEMINBW;LIESABNR;LIEZBDEZ;LIEVERDT;LIEVERZT;LIEEZBKZ;LIEMSTLG;LIEMSTEV;LIEEVGEB;LIEDSDKZ;LIESPDKZ;LIESTATS;LIESTAID;LIEEZAFR;LIEBKLND;LIEBKBLZ;LIEBKFNR;LIEKNTNR;LIEMAXBW;LIELWEDT;LIEBSAUS;LIEAUSKO;LIEEAAUS;LIEGLAKZ;LIEILNNR;LIELBDSL;LIEZWEIS;LIEKDREF;LIERBTXT;LIERBBE1;LIERBPR2;LIERBTX2;LIERBBE2;LIERBBA2;LIERBPR3;LIERBTX3;LIERBBE3;LIERBBA3;LIEMSTR1;LIEMSTR2;LIEMSTR3;LIEEDIKZ;LIELWDT;LIEEVGBA;LIEGFART;LIEANLIE;LIEBIC;LIEIBAN;LIEEDISO;LIEGGNNR;LIEDSDRG;LIEDSDLE;LIEGSZVO;LIEGSZBI;LIESEPAM;LIENOSPAV;LIEPORZUG;LIETOUR
070729;Blondy Promet, Lukavac Gornij bb   070729;070729;DOO Blondy Promet;                                   ;                                   ;Gradacac, Lukavac Gornij bb;                                   ;                    ;                    ;0;0;  ;100;5000;N;               ;        ;               ;9;093;Blondy Promet, Lukavac Gornij bb;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;DK;0;   ;              ;   ;                    ;0;160810;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;16.08.2010 00:00;0; ;;;;;;;;;;;;;9999
095319;Sil Moonen BV,                     095319;095319;Berryfarm Sil Moonen BV;                                   ;Mortel 27;6088 AH Roggel;                                   ;+31-(0)475-494727;+31-(0)475-491461;0;0;05;116;5000;J;doppelt 78500!!;        ;               ;9;003;Sil Moonen BV,;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3; ;00;0;0;01;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;RRA;0;   ;              ;   ;                    ;0;261013;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;26.10.2013 00:00;0; ;;;;;;;;;;;;;9999
079386;Onuberry SL, Moguer (Huelva)       079386;079386;Onuberry SL;                                   ;PGNO Los Arroyos, C/Cruz De Arpa Si;21800 Moguer (Huelva);                                   ;0034959370889;0034959370889;0;0;04;120;3000;N;Zusammenarbeit;        ;               ;9;011;Onuberry SL, Moguer (Huelva);      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2; ;00;0;0;07;0;        ;0;          ;0;MM;   ;        ;      ;0;  ;  ;0;0;2;0;AM;0;   ;              ;   ;                    ;0;290313;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;29.03.2013 00:00;0; ;;;;;;;;;;;;;9999
077744;El Encuentro Berries SRL, Gualeguay077744;077744;El Encuentro Berries SRL;aremigy@elencuentroberries.com.ar;Ruta Nacional 14 Km 52,50;2820 Gualeguaychu, Entre Rios;                                   ;00541147436029;0;0;0;04;100;3000;N;               ;        ;               ;9;528;El Encuentro Berries SRL, Gualeguay;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;02;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;DK;0;   ;              ;   ;                    ;0;300614;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;30.06.2014 00:00;0; ;;;;;;;;;;;;;9999
082684;Simba Hungary KFT, Pusztaottlaka   082684;082684;Simba Hungary KFT;                                   ;Kossuth 26;5665 Pusztaottlaka;                                   ;06-30-963-6262;                    ;0;0;  ;100;3000;N;               ;82684;               ;9;064;Simba Hungary KFT, Pusztaottlaka;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;DK;0;   ;              ;   ;                    ;0;180710;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;18.07.2010 00:00;0; ;;;;;;;;;;;;;9999
086827;Wilderhof BVBA, Borgloon           086827;086827;Wilderhof BVBA;                                   ;Wilderstraat 103;3840 Borgloon;                                   ;                    ;                    ;0;0;  ;100;3000;N;               ;        ;               ;9;017;Wilderhof BVBA, Borgloon;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;05;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;130910;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;13.09.2010 00:00;0; ;;;;;;;;;;;;;9999
078501;MMF Masic Meat & Food, Eugendorf   078501;078501;MMF Masic Meat & Food GmbH;                                   ;Gewerbestraße 23;5301 Eugendorf;office@masic.at;00436225/ 28083;00436225/;0;0;  ;110;3000;N;               ;        ;               ;9;039;MMF Masic Meat & Food, Eugendorf;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9; ;00;0;0;01;0;        ;0;200093;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;VB;0;   ;              ;   ;                    ;0;161010;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;16.10.2010 00:00;0; ;;;;;;;;;;;;;9999
074956;Hortec, S.C.C.L., Mercabarna Barcel074956;074956;Hortec, S.C.C.L.;                                   ;C/ Transversal 8, n°47;08040- Mercabarna Barcelona;                                   ;+932634304;+932630797;0;0;  ;170;3000;J;               ;        ;               ;9;011;Hortec, S.C.C.L., Mercabarna Barcel;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9; ;00;0;0;07;0;        ;0;          ;0;NV;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;151012;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;15.10.2012 00:00;0; ;;;;;;;;;;;;;9999
070776;Basha Import and Eyport,Cairo      070776;070776;Emand Basha Import and Eyport;                                   ;;Cairo;                                   ;0020223960990;0;0;0;  ;101;3000;N;               ;70776;               ;9;220;Basha Import and Eyport,Cairo;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3; ;00;0;0;02;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;IB;0;   ;              ;   ;                    ;0;110112;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;11.01.2012 00:00;0; ;;;;;;;;;;;;;9999
999050;Schmid Spedition                   999050;999050;Spedition Schmid;bei Hausladen/Hit Tor 8&9;Schäftlarnstr. / neben ISAR-Spedi.;80769 München;                                   ;08995477010;089954770139;0;0;  ;101;2000;N;               ;        ;               ;0;004;Schmid Spedition;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;9;9; ;00;0;0;01;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;01.01.1980 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
999070;Schwarz                            999070;999070;Schwarz;Rumpler Fruchthof GmbH;Dietzhof 2;91359 Leutenbach;                                   ;                    ;                    ;0;0;  ;100;2000;N;               ;        ;               ;0;004;Schwarz;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;9;9; ;00;0;0;01;0;        ;0;          ;0;MH;   ;        ;      ;0;  ;  ;0;0;2;0;SL;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;01.01.1980 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
070777;Berries del Sur S.A., 11300, Urugua070777;070777;Berries del Sur S.A.;                                   ;BR.Artigas 1126/702;Montevideo 11300, Uruguay;                                   ;+598 99582565;+598;0;0;  ;100;3000;N;               ;        ;               ;9;524;Berries del Sur S.A., 11300, Urugua;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2; ;00;0;0;02;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;AM;0;   ;              ;   ;                    ;0;220111;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;22.01.2011 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
086117;Vitalberry bv, PM Made             086117;086117;Vitalberry bv;                                   ;Schanseind 16;4921 PM Made;                                   ;0031162690422;0031842290233;0;0;05;101;5000;N;               ;        ;               ;9;003;Vitalberry bv, PM Made;      ;0;0;0;0;18;0;806;8807;0;0;0;13759;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2; ;00;0;0;01;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;RRA;0;   ;              ;   ;                    ;0;231016;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;23.10.2016 00:00;0; ;;;;;;;;;;;;;9999
078502;Moreno Maria Josefa, Aires, Agrenti078502;078502;Moreno Maria Josefa;La Josefa Finca;Ruta 41 km 208;Buenos Aires, Argentina;;;;0;0;;102;3000;N;;;;9;528;Moreno Maria Josefa, Aires, Agrenti;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;;00;0;0;07;0;;0;;0;RG;;;;0;;;0;0;2;0;AM;0;;;;;0;201112;0;;0;0;;;;;;0;0;;0;0;0;;0;0;;;;1;20.11.2012 00:00;0;;0;;;0;;;;;;;;;9999
999060;Baam & Schwarz                     999060;999060;Baam;                                   ;Durmersheimer Str. 190;76189 Karlsruhe;                                   ;                    ;                    ;0;0;  ;101;2000;N;               ;        ;               ;0;004;Baam & Schwarz;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1; ;00;0;0;01;0;        ;0;          ;0;AA;   ;        ;      ;0;  ;  ;0;0;2;0;QM;0;   ;              ;   ;                    ;0;      ;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;01.01.1980 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
071573;Cropex For Export & Import, Aegypth071573;071573;Cropex For Export & Import;                                   ;22 Geser El Suez St;Kairo, Ägypten;                                   ;                    ;                    ;0;0;05;102;3000;N;;        ;               ;9;220;Cropex For Export & Import, Aegypth;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4; ;00;0;0;02;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;QM;0;   ;              ;   ;                    ;0;190114;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;19.01.2014 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
084710;Timmermans & Zn.BV, RH Venlo NL    084710;084710;Timmermans & Zn.BV;                                   ;Venrayseweg 114 Dok 1 en 2;5928 RH Venlo NL;                                   ;+31651355892;+31773870084;0;0;  ;100;3000;J;               ;        ;               ;9;003;Timmermans & Zn.BV, RH Venlo NL;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9; ;00;0;0;04;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;WH;0;   ;              ;   ;                    ;0;151210;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;15.12.2010 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
999090;van Wylick Muenchen                999090;999090;van Wylick München;                                   ;Bauernbräuweg 1;81369 München;                                   ;                    ;                    ;0;0;  ;170;2000;N;               ;        ;               ;0;004;van Wylick Muenchen;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2; ;00;0;0;01;0;        ;0;          ;0;MH;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;100512;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;10.05.2012 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
071574;Cruz del Sur Blueberries,Montevideo071574;071574;Cruz del Sur Blueberries;                                   ;Guayabo 1718 escritorio 502;Montevideo;                                   ;                    ;                    ;0;0;04;170;5000;N;               ;        ;               ;9;524;Cruz del Sur Blueberries,Montevideo;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;241210;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;24.12.2010 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
078506;Mueller+Dietrich Fruchthof AG, Muen078506;078506;Müller+Dietrich Fruchthof AG;                                   ;Frankfurtstr. 38;CH-4142 Münchenstein;                                   ;+41(0)613378080;+41(0)613378090;0;0;05;111;3000;J;Lief-erkl fehlt;        ;               ;9;039;Mueller+Dietrich Fruchthof AG, Muen;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4; ;00;0;0;01;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;VB;0;   ;              ;   ;                    ;0;230414;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;23.04.2014 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
078507;Magli + Noel GmbH, Achern          078507;078507;Magli + Noel GmbH;                                   ;Ambros-Nehren-Str. 2;77855 Achern;                                   ;07841/67397-0;07841/67397-99;0;0;  ;100;1000;N;               ;        ;               ;9;004;Magli + Noel GmbH, Achern;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3; ;00;0;0;01;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;AM;0;   ;              ;   ;                    ;0;080411;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;08.04.2011 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
084013;Socave Europe, Charles- Perpignan c084013;084013;Socave Europe;                                   ;Allee Paul Marquillanes;MI.ST Charles- Perpignan cedex;                                   ;0468372510;0468216320;0;0;04;101;5000;J;Liefererkl.;        ;               ;9;001;Socave Europe, Charles- Perpignan c;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2; ;00;0;0;03;0;        ;0;          ;0;AA;   ;        ;      ;0;  ;  ;0;0;2;0;AM;0;   ;              ;   ;                    ;0;270213;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;27.02.2013 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
079838;Oers United, DC Ridderkerk         079838;079838;Oers United;                                   ;Handelsweg 170;2988 DC Ridderkerk;                                   ;+31180644830;+31180644842;0;0;04;113;3000;J;               ;        ;               ;9;003;Oers United, DC Ridderkerk;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4; ;00;0;0;01;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;RRA;0;   ;              ;   ;                    ;0;030117;0; ;0;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;1;03.01.2017 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
999200;Marktvertrieb Dieter Schwerin GmbH 999200;999200;Marktvertrieb Dieter Schwerin GmbH;                                   ;Paul-Rücker-Str. 6b;47059 Duisburg;                                   ;                    ;                    ;0;0;  ;100;9000;J;               ;        ;               ;0;004;Marktvertrieb Dieter Schwerin GmbH;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;9;9; ;00;0;0;01;0;        ;0;          ;0;MH;   ;        ;      ;0;  ;  ;0;0;2;0;VB;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;01.01.1980 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
999205;Faus Dura, Perpignan               999205;999205;Faus Dura;                                   ;M.I. Saint Charles;F-66962 Perpignan;                                   ;                    ;                    ;0;0;  ;100;9000;J;               ;        ;               ;0;004;Faus Dura, Perpignan;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;9;9; ;00;0;0;01;0;        ;0;          ;0;MH;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;01.01.1980 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
999210;Socave Europe                      999210;999210;Socave Europe;                                   ;Allee Paul Marquillanes;F-M.I. St. Charles Perpignan-Cedex;                                   ;                    ;                    ;0;0;  ;100;9000;J;               ;        ;               ;0;004;Socave Europe;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;9;9; ;00;0;0;01;0;        ;0;          ;0;MH;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;               ;0;0;               ;0;0;0;               ;0;0;  ;  ;  ;0;01.01.1980 00:00;0; ;0;           ;                                  ;;;;;;;;;;9999
082616;Severe / neu- Lieferant Eolys      082616;082616;Primeurs des Iles                  ;Severe                             ;Zone de Conditionnement BP 53      ;22502 Paimpol Cedex                ;                                   ;                    ;                    ;0;0;04;170;5000;J;               ;82616;               ;9;001;Severe / neu- Lieferant Eolys;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;9; ;00;0;0;01;0;        ;0;          ;0;AF;;        ;      ;0;  ;  ;0;0;2;0;SU;0;   ;              ;   ;                    ;0;051106;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
073578;Fontestad, Perpignan               073578;073578;Fontestad France S.A.;                                   ;405 Av de Milan;66031 Perpignan Cedex;                                   ;                    ;                    ;0;0;04;102;5000;N;               ;        ;               ;9;001;Fontestad, Perpignan;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;2; ;00;0;0;01;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;VB;0;   ;              ;   ;                    ;0;010512;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;01.05.2012 00:00;;;;;;;;;;;;;;;9999
073534;Fres Garrido, S.L.,Palos de la Fron073534;073534;Fres Garrido, S.L.;C.I.F. B-21.114.749;C/. Moguer, 3;21810 Palos de la Frontera;                                   ;+34 678688961;+34;0;0;04;110;5000;N;               ;73534;               ;9;011;Fres Garrido, S.L.,Palos de la Fron;      ;0;0;1;0;0;0;0;0;0;0;0;96;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;RRA;0;   ;              ;   ;                    ;0;070617;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;07.06.2017 00:00;;;;;;;;;;;;;;;9999
076311;Jafruit                            076311;076311;Jafruit b.v.;Fruitimport;Beemdstraat 14;NL-4158 EM Deil;                                   ;                    ;                    ;0;0;  ;170;5000;J;               ;        ;               ;9;003;Jafruit;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;AF;;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
070080;Agrispa, Perpignan                 070080;070080;Agrispa;                                   ;Mag. 96 à 99 - B.P. 95150;66031 Perpignan;                                   ;                    ;                    ;0;0;  ;170;5000;N;Qualität;        ;               ;9;001;Agrispa, Perpignan;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3; ;00;0;0;01;0;        ;0;          ;0;DK;   ;        ;      ;0;  ;  ;0;0;2;0;WH;0;   ;              ;   ;                    ;0;230213;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;23.02.2013 00:00;;;;;;;;;;;;;;;9999
070763;Buonanno                           070763;070763;Buonanno;                                   ;                                   ;Perpignan;                                   ;                    ;                    ;0;0;  ;170;5000;N;;70763;               ;9;001;Buonanno;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;2; ;00;0;0;01;0;        ;0;          ;0;DK;   ;        ;      ;0;  ;  ;0;0;2;0;VB;0;   ;              ;   ;                    ;0;020213;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;02.02.2013 00:00;;;;;;;;;;;;;;;9999
074939;Helfrich, Weiterstadt              074939;074939;Ingo Helfrich  Spargelanbau;;Hinterweg 160   Margaretenhof;64331 Weiterstadt;                                   ;                    ;                    ;0;0;08;102;3000;N;               ;74939;               ;9;004;Helfrich, Weiterstadt;      ;0;0;220;0;0;0;3996;0;0;0;576;1728;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2;3; ;00;0;0;01;0;        ;0;          ;0;MS;   ;        ;      ;0;  ;  ;0;0;2;0;RRA;0;   ;              ;   ;                    ;0;290517;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;29.05.2017 00:00;;;;;;;;;;;;;;;9999
077704;Garcia Lax, Juan, Koeln            077704;077704;Juan Garcia Lax GmbH;Frucht-Import-Agentur;Höninger Weg 139;50969 Köln;                                   ;                    ;                    ;0;0;  ;100;1000;J;               ;        ;               ;9;004;Garcia Lax, Juan, Koeln;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;DS;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
072825;Elit Service                       072825;072825;Elit Service;                                   ;                                   ;FR-;                                   ;                    ;                    ;0;0;  ;170;5000;J;               ;        ;               ;9;001;Elit Service;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;210810;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;21.08.2010 00:00;;;;;;;;;;;;;;;9999
072804;EUfrugA,Duesseldorf                072804;072804;EUfrugA                            ;Isabel Sánchez GmbH                ;Kaiserstr. 46                      ;40479 Düsseldorf                   ;                                   ;                    ;                    ;0;0;01;170;4000;J;               ;        ;               ;9;004;EUfrugA,Duesseldorf                ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;12904     ;0;HS;   ;        ;      ;0;  ;  ;0;0;2;0;CP    ;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
078494;Mediterran Trade                   078494;078494;Mediterran Trade;                                   ;                                   ;I-;                                   ;                    ;                    ;0;0;04;170;5000;J;               ;        ;               ;9;005;Mediterran Trade;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;DS;   ;        ;      ;0;  ;  ;0;0;2;0;CP;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
